ScientificName,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,CommonName
Draba helleriana,,FAC,,,FACU,,,,FAC,,Heller's Whitlow-Grass
Draba lonchocarpa,,FACU,,,,,,,UPL,UPL,Lance-Pod Whitlow-Grass
Draba paucifructa,,FAC,,,,,,,,,Charleston Mountain Whitlow-Grass
Draba praealta,,FACU,,,,,,,FAC,UPL,Tall Whitlow-Grass
Draba spectabilis,,FACU,,,FACU,,,,FACU,,Showy Whitlow-Grass
Draba stenoloba,,FACU,,,UPL,,,,FAC,FACU,Alaska Whitlow-Grass
Dracocephalum parviflorum,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,FACU,American Dragonhead
Dracontium asperum,,,FACW,,,,,,,,Guapa
Dracopis amplexicaulis,FAC,FACW,,FAC,FAC,,FACU,FACU,FAC,,Clasping-Coneflower
Drosera X belezeana,,,,,,,,OBL,,,_?_
Drosera X californica,OBL,,,,,,,,,,_?_
Drosera X hybrida,OBL,OBL,,,,,,,OBL,,_?_
Drosera X obovata,,OBL,,,OBL,,,OBL,OBL,OBL,_?_
Drosera aliciae,,OBL,,,,,,,OBL,,Australian Sundew
Drosera anglica,,OBL,,,,OBL,OBL,OBL,OBL,OBL,English Sundew
Drosera brevifolia,OBL,,,OBL,OBL,,OBL,,,,Dwarf Sundew
Drosera capensis,,OBL,,,,,,,OBL,,Cape Sundew
Drosera capillaris,OBL,,OBL,OBL,OBL,,,,,,Pink Sundew
Drosera filiformis,OBL,,,OBL,,,,OBL,,,Thread-Leaf Sundew
Drosera intermedia,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Spoon-Leaf Sundew
Drosera linearis,,,,,,,OBL,OBL,OBL,,Slender-Leaf Sundew
Drosera rotundifolia,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Round-Leaf Sundew
Drosera tracyi,OBL,OBL,,,,,,,OBL,,Tracy's Sundew
Dryas ajanensis,,UPL,,,UPL,,,,FAC,,Eight-Petal Mountain-Avens
Dryas chamissonis,,,,,,,,,,FACU,White Mountain-Avens
Dryas drummondii,,FACU,,,,,,,FACU,FACU,Yellow Mountain-Avens
Dryas incisa,,,,,,,,,,FACU,Panarctic Mountain-Avens
Dryas integrifolia,,,,,FACU,,,FACU,FACU,FACU,White Mountain-Avens
Drymaria cordata,FAC,,FAC,FAC,,FAC,,,,,Whitesnow
Drymaria pachyphylla,,FACU,,,FACU,,,,FACU,,Thick-Leaf Drymary
Drymocallis arguta,FACU,FACU,,UPL,FACU,,FACU,FACU,FACU,,Tall Woodbeauty
Drymocallis arizonica,,FAC,,,,,,,FAC,,Arizona Woodbeauty
Drymocallis campanulata,,FAC,,,,,,,FAC,,John Day Valley Woodbeauty
Drymocallis convallaria,,FACU,,,FACU,,,,FACU,FACU,Cream Woodbeauty
Drymocallis cuneifolia,,FAC,,,,,,,,,Wedge-Leaf Woodbeauty
Drymocallis glabrata,,FAC,,,,,,,FAC,,Idaho Woodbeauty
Drymocallis glandulosa,,FAC,,,FAC,,,,FAC,,Sticky Woodbeauty
Drymocallis hansenii,,FAC,,,,,,,FAC,,Yosemite Woodbeauty
Drymocallis lactea,,FAC,,,,,,,FAC,,Sierran Woodbeauty
Drymocallis micropetala,,FAC,,,FAC,,,,FAC,,Little-Petal Woodbeauty
Drymocallis pseudorupestris,,FAC,,,FAC,,,,FAC,,_?_
Drymocallis rhomboidea,,FAC,,,,,,,FAC,,Sticky Woodbeauty
Dryopteris X australis,FACW,,,FACW,,,,,,,_?_
Dryopteris X boottii,FACW,,,FACW,,,FACW,FACW,,,_?_
Dryopteris X correllii,FACW,,,FACW,,,,FACW,,,_?_
Dryopteris X mickelii,FAC,,,FAC,,,FAC,FAC,,,_?_
Dryopteris X triploidea,FAC,,,FAC,FAC,,FAC,FAC,,,_?_
Dryopteris X uliginosa,FAC,,,FAC,FAC,,FAC,FAC,,,_?_
Dryopteris campyloptera,UPL,,,UPL,,,,FACU,,,Mountain Wood Fern
Dryopteris carthusiana,FACW,FAC,,FAC,FACW,,FACW,FACW,FAC,,Spinulose Wood Fern
Dryopteris celsa,FAC,,,OBL,OBL,,OBL,OBL,,,Log Fern
Dryopteris clintoniana,FACW,,,FACW,,,FACW,FACW,,,Clinton's Wood Fern
Dryopteris crinalis,,,,,,OBL,,,,,Serpent Wood Fern
Dryopteris cristata,OBL,FACW,,FACW,OBL,,OBL,OBL,FACW,,Crested Wood Fern
Dryopteris expansa,,FACW,,,,,FAC,FAC,FACW,FACU,Spreading Wood Fern
Dryopteris fuscoatra,,,,,,FAC,,,,,Crowned Wood Fern
Dryopteris glabra,,,,,,FAC,,,,,Kilaw
Dryopteris goldiana,FAC,,,FAC,,,FAC,FAC,,,Goldie's Wood Fern
Dryopteris hawaiiensis,,,,,,FACU,,,,,Hawaii Wood Fern
Dryopteris intermedia,FACU,,,FACU,,,FAC,FAC,,,Evergreen Wood Fern
Dryopteris ludoviciana,FACW,,,FACW,,,,,,,Southern Wood Fern
Dryopteris marginalis,FACU,,,FACU,FACU,,FACU,FACU,,,Marginal Wood Fern
Dryopteris mauiensis,,,,,,FACU,,,,,Maui Wood Fern
Dryopteris sandwicensis,,,,,,FACU,,,,,Pacific Wood Fern
Dryopteris subbipinnata,,,,,,FACU,,,,,Ainahou Valley Wood Fern
Dryopteris unidentata,,,,,,FACU,,,,,One-Tooth Wood Fern
Dryopteris wallichiana,,,,,,FACU,,,,,Alpine Wood Fern
Drypetes alba,,,FACU,,,,,,,,Cafeillo
Drypetes glauca,,,FACW,,,,,,,,Varital
Dubautia dolosa,,,,,,FAC,,,,,Maui Dubautia
Dubautia imbricata,,,,,,FACW,,,,,Bog Dubautia
Dubautia knudsenii,,,,,,FACU,,,,,Forest Dubautia
Dubautia laxa,,,,,,FAC,,,,,Na'ena'e Pua Melemele
Dubautia paleata,,,,,,FACW,,,,,Na'ena'e Pua Kea
Dubautia pauciflorula,,,,,,FAC,,,,,Wahiawa Bog Dubautia
Dubautia plantaginea,,,,,,FAC,,,,,Plantain-Leaf Dubautia
Dubautia raillardioides,,,,,,FAC,,,,,Na'ena'e 'Ula
Dubautia reticulata,,,,,,FACU,,,,,Net-Vein Dubautia
Dubautia scabra,,,,,,FACU,,,,,Rough Dubautia
Dubautia waialealae,,,,,,OBL,,,,,Waialeale Dubautia
Dudleya variegata,,FACU,,,,,,,,,Variegated Live-Forever
Dulichium arundinaceum,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Three-Way Sedge
Dupontia fisheri,,,,,,,,,,FACW,Fisher's Tundra Grass
Dypsis lutescens,FAC,,UPL,,,,,,,,Golden Butterfly Palm
Dyschoriste angusta,FAC,,,,,,,,,,Pineland Snakeherb
Dyschoriste humistrata,FACW,,,,,,,,,,Swamp Snakeherb
Dysphania ambrosioides,FACU,FAC,FAC,FACU,FAC,UPL,FAC,FACU,FAC,,Mexican-Tea
Dysphania aristata,,,,,,,,FACU,,UPL,Aristata Wormseed
Dysphania botrys,FACU,FACU,,UPL,FACU,,FACU,FACU,FACU,,Jerusalem-Oak
Echinacea laevigata,FACU,,,FACU,,,,,,,Smooth Purple Coneflower
Echinochloa colona,FACW,FAC,FACW,FACW,FACW,FACW,FACW,FACW,FAC,,Jungle-Rice
Echinochloa crus-galli,FACW,FACW,OBL,FAC,FAC,FACW,FACW,FAC,FAC,,Large Barnyard Grass
Echinochloa crus-pavonis,OBL,FACW,OBL,FACW,OBL,,FACW,,FACW,,Gulf Cock's-Spur Grass
Echinochloa esculenta,FAC,FACU,,FACU,FACU,FACW,FACW,FACU,FACU,,Japanese Water Grass
Echinochloa frumentacea,UPL,UPL,,UPL,UPL,,FACU,FAC,FACU,,Japanese-Millet
Echinochloa holciformis,,FACW,,,,,,,,,Decorative-Millet
Echinochloa muricata,FACW,FACW,FACW,FACW,FACW,,OBL,OBL,FACW,,Rough Barnyard Grass
Echinochloa oryzicola,,FACW,,,,,,,OBL,,Rice-Field Grass
Echinochloa oryzoides,,OBL,,,,FAC,,,OBL,,Early Water Grass
Echinochloa paludigena,OBL,,,,,,,,,,Florida Cock's-Spur Grass
Echinochloa picta,,,,,,FAC,,,,,Showy Cock's-Spur Grass
Echinochloa polystachya,OBL,,OBL,,FACW,,,,,,Creeping River Grass
Echinochloa walteri,OBL,OBL,,FACW,OBL,FACW,OBL,OBL,FACW,,Long-Awn Cock's-Spur Grass
Echinocystis lobata,FACW,FACU,,FAC,FAC,,FACW,FACW,FACU,,Wild Cucumber
Echinodorus berteroi,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,,Upright Burrhead
Echinodorus bolivianus,,,OBL,,,,,,,,Bolivian Burrhead
Echinodorus cordifolius,OBL,,,OBL,OBL,,OBL,,,,Creeping Burrhead
Echinodorus floridanus,OBL,,,,,,,,,,Florida Burrhead
Echinopepon wrightii,,FAC,,,FAC,,,,FAC,,Wild Balsam-Apple
Eclipta prostrata,FACW,FAC,OBL,FAC,FACW,FACW,FACW,FACW,FAC,,False Daisy
Egeria densa,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,,Brazilian-Waterweed
Egletes viscosa,FACW,,,,FACW,,,,,,Erect Tropical Daisy
Eichhornia azurea,OBL,,OBL,,OBL,,,,,,Anchored Water-Hyacinth
Eichhornia crassipes,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,,Common Water-Hyacinth
Eichhornia diversifolia,,,OBL,,,,,,,,Variable-Leaf Water-Hyacinth
Eichhornia paniculata,OBL,,OBL,,,,,,,,Brazilian Water-Hyacinth
Elaeagnus angustifolia,FACU,FAC,,FACU,FACU,,FACU,FACU,FAC,,Russian-Olive
Elaeagnus commutata,UPL,FAC,,UPL,UPL,,UPL,UPL,FAC,FAC,American Silver-Berry
Elaeocarpus bifidus,,,,,,FACU,,,,,Kalia
Elaphoglossum aemulum,,,,,,FAC,,,,,Creeping Tongue Fern
Elaphoglossum alatum,,,,,,FAC,,,,,Tall Tongue Fern
Elaphoglossum crassicaule,,,,,,FACU,,,,,_?_
Elaphoglossum crassifolium,,,,,,FACU,,,,,Royal Tongue Fern
Elaphoglossum fauriei,,,,,,FACU,,,,,_?_
Elaphoglossum paleaceum,,,,,,FACU,,,,,Ekaha
Elaphoglossum parvisquamaeum,,,,,,FACU,,,,,_?_
Elaphoglossum pellucidum,,,,,,FACU,,,,,Jeweled Tongue Fern
Elaphoglossum wawrae,,,,,,FAC,,,,,Island Tongue Fern
Elatine ambigua,,OBL,,,,,,,OBL,,Asian Waterwort
Elatine americana,OBL,,,OBL,OBL,,OBL,OBL,,,American Waterwort
Elatine brachysperma,OBL,OBL,,OBL,FACW,,FACW,,OBL,,Short-Seed Waterwort
Elatine californica,,OBL,,,OBL,,,,OBL,,California Waterwort
Elatine chilensis,,OBL,,,,,,,OBL,,Chilean Waterwort
Elatine heterandra,,OBL,,,,,,,OBL,,Mosquito Waterwort
Elatine minima,OBL,,,OBL,,,OBL,OBL,,,Small Waterwort
Elatine rubella,,OBL,,,OBL,,OBL,OBL,OBL,,Red-Stem Waterwort
Elatine triandra,,,,,,,,OBL,,,Eurasian Waterwort
Eleocharis acicularis,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Needle Spike-Rush
Eleocharis acutangula,FAC,,,,,,,,,,Hollow-Stem Spike-Rush
Eleocharis aestuum,OBL,,,OBL,,,,OBL,,,Tidal Spike-Rush
Eleocharis albida,OBL,OBL,,OBL,OBL,,,,OBL,,White Spike-Rush
Eleocharis atropurpurea,FACW,FACW,,FACW,FACW,,FACW,FACW,FACW,,Purple Spike-Rush
Eleocharis baldwinii,OBL,,,OBL,FACW,,,,,,Baldwin's Spike-Rush
Eleocharis bella,,FACW,,,FACW,,,,FACW,,Delicate Spike-Rush
Eleocharis bifida,FACW,,,FACW,,,FACW,,,,Glades Spike-Rush
Eleocharis bolanderi,,FACW,,,,,,,FACW,,Bolander's Spike-Rush
Eleocharis cellulosa,OBL,,OBL,,OBL,,,,,,Gulf Coast Spike-Rush
Eleocharis compressa,FACW,FACW,,OBL,FACW,,FACW,FACW,FACW,,Flat-Stem Spike-Rush
Eleocharis confervoides,OBL,,,,,,,,,,Algal-Bulrush
Eleocharis cylindrica,OBL,OBL,,,OBL,,,,,,Cylinder Spike-Rush
Eleocharis debilis,,,OBL,,,,,,,,Sintenis' Spike-Rush
Eleocharis diandra,FACW,,,FACW,,,,OBL,,,Wright's Spike-Rush
Eleocharis dulcis,,,,OBL,,OBL,,,,,Chinese Water-Chestnut
Eleocharis elegans,,,OBL,,,,,,,,Elegant Spike-Rush
Eleocharis elliptica,OBL,OBL,,FACW,OBL,,OBL,OBL,OBL,,Elliptic Spike-Rush
Eleocharis elongata,OBL,,,,,,,,,,Slim Spike-Rush
Eleocharis engelmannii,FACW,OBL,,FACW,FACW,,FACW,FACW,OBL,,Engelmann's Spike-Rush
Eleocharis equisetoides,OBL,,,OBL,OBL,,OBL,OBL,,,Horsetail-Spike-Rush
Eleocharis fallax,OBL,,OBL,OBL,OBL,,,OBL,,,Creeping Spike-Rush
Eleocharis flavescens,OBL,OBL,OBL,OBL,OBL,,,,OBL,,Yellow Spike-Rush
Eleocharis geniculata,FACW,OBL,OBL,FACW,FACW,OBL,FACW,OBL,OBL,,Capitate Spike-Rush
Eleocharis halophila,OBL,,,OBL,,,,OBL,,,Saltmarsh Spike-Rush
Eleocharis intermedia,FACW,,,FACW,OBL,,OBL,OBL,,,Intermediate Spike-Rush
Eleocharis interstincta,OBL,,OBL,,OBL,,,,,,Knotted Spike-Rush
Eleocharis kamtschatica,,,,,,,,,,FACW,Kamchatka Spike-Rush
Eleocharis lanceolata,FACW,,,FACW,FACW,,FACW,,,,Dagger-Leaf Spike-Rush
Eleocharis mamillata,,OBL,,,OBL,,OBL,OBL,OBL,OBL,Soft-Stem Spike-Rush
Eleocharis melanocarpa,FACW,,,FACW,FACW,,FACW,FACW,,,Black-Fruit Spike-Rush
Eleocharis microcarpa,OBL,,,OBL,OBL,,OBL,OBL,,,Small-Fruit Spike-Rush
Eleocharis minima,OBL,,,,OBL,,,,,,Small Spike-Rush
Eleocharis minutiflora,,,FACU,,,,,,,,Pygmy-Flower Spike-Rush
Eleocharis montana,OBL,OBL,OBL,,OBL,,,,OBL,,Mountain Spike-Rush
Eleocharis montevidensis,FACW,FACW,,FACW,FACW,,FACW,,FACW,,Sand Spike-Rush
Eleocharis mutata,OBL,,OBL,,OBL,,,,,,Scallion-Grass
Eleocharis nana,OBL,,,,,,,,,,Hair-Like Spike-Rush
Eleocharis nigrescens,FACW,,,,,,,,,,Black Spike-Rush
Eleocharis nitida,,,,,,,,OBL,,OBL,Quill Spike-Rush
Eleocharis obtusa,OBL,OBL,,OBL,OBL,OBL,OBL,OBL,OBL,,Blunt Spike-Rush
Eleocharis occulta,FACW,,,FACW,FACW,,,,,,Limestone Spike-Rush
Eleocharis ochrostachys,,,,,,OBL,,,,,_?_
Eleocharis olivacea,OBL,,OBL,OBL,OBL,OBL,OBL,OBL,,,Bright-Green Spike-Rush
Eleocharis pachycarpa,,OBL,,,,,,,OBL,,Black-Sand Spike-Rush
Eleocharis pachystyla,,,OBL,,,,,,,,False Junco
Eleocharis palustris,OBL,OBL,,OBL,OBL,OBL,OBL,OBL,OBL,OBL,Common Spike-Rush
Eleocharis parishii,,FACW,,,FACW,,,,FACW,,Parish's Spike-Rush
Eleocharis parvula,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Little-Head Spike-Rush
Eleocharis quadrangulata,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Square-Stem Spike-Rush
Eleocharis quinqueflora,,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Few-Flower Spike-Rush
Eleocharis radicans,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,,Rooted Spike-Rush
Eleocharis ravenelii,OBL,,,,OBL,,,,,,Rio Grande Spike-Rush
Eleocharis retroflexa,OBL,,OBL,,,,,,,,Coastal-Plain Spike-Rush
Eleocharis reverchonii,OBL,,,,OBL,,,,,,Reverchon's Spike-Rush
Eleocharis robbinsii,OBL,,,OBL,,,OBL,OBL,,,Robbins' Spike-Rush
Eleocharis rostellata,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,,Beaked Spike-Rush
Eleocharis schaffneri,,,,,,OBL,,,,,Schaffner's Spike-Rush
Eleocharis suksdorfiana,,OBL,,,OBL,,,,OBL,,Suksdorf's Spike-Rush
Eleocharis tenuis,FACW,,,FACW,FACW,,FACW,FACW,,,Slender Spike-Rush
Eleocharis torticulmis,,OBL,,,,,,,OBL,,Twist-Stem Spike-Rush
Eleocharis tortilis,FACW,,,FACW,FACW,,,FACW,,,Twisted Spike-Rush
Eleocharis tricostata,OBL,,,OBL,,,,OBL,,,Three-Angle Spike-Rush
Eleocharis tuberculosa,OBL,,,OBL,OBL,,,OBL,,,Cone-Cup Spike-Rush
Eleocharis vivipara,OBL,,,OBL,OBL,,,,,,Viviparous Spike-Rush
Eleocharis wolfii,OBL,,,OBL,OBL,,OBL,OBL,OBL,,Wolf's Spike-Rush
Elephantopus carolinianus,FACU,,,FACU,FAC,,FAC,,,,Carolina Elephant's-Foot
Elephantopus elatus,FACU,,,FACU,,,,,,,Tall Elephant's-Foot
Elephantopus mollis,,,FAC,,,FACU,,,,,Soft Elephant's-Foot
Elephantopus nudatus,FAC,,,FAC,,,,,,,Smooth Elephant's-Foot
Eleusine indica,FACU,UPL,FACU,FACU,FACU,FACU,FACU,FACU,UPL,,Indian Goose Grass
Eleutheranthera ruderalis,,,FAC,,,,,,,,Ogiera
Elionurus tripsacoides,FAC,FAC,,FAC,FACU,,,,,,Pan-American Balsamscale
Elliottia pyroliflora,,,,,,,,,FAC,FAC,Copperbush
Ellisia nyctelea,FAC,FACU,,FACU,FACU,,FAC,FAC,FACU,,Aunt Lucy
Elodea bifoliata,,OBL,,,OBL,,OBL,OBL,OBL,,Two-Leaf Waterweed
Elodea callitrichoides,,OBL,,,,,,,OBL,,South American Waterweed
Elodea canadensis,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,OBL,Canadian Waterweed
Elodea nuttallii,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Western Waterweed
Elodea schweinitzii,OBL,,,OBL,,,,OBL,,,Schweinitz's Waterweed
Eltroplectris calcarata,FAC,,FACU,,,,,,,,Long-Claw Orchid
Elymus alaskanus,,UPL,,,UPL,,,UPL,FACU,FACU,Alaska Wild Rye
Elymus canadensis,FAC,FAC,,FACU,FACU,,FACU,FACU,FAC,,Nodding Wild Rye
Elymus caninus,,,,,,,,,FAC,,Bearded Wild Rye
Elymus curvatus,FAC,FAC,,FAC,FAC,,FAC,FAC,FAC,,Awnless Wild Rye
Elymus elymoides,,FACU,,FACU,UPL,,FACU,,FACU,,Western Bottle-Brush Grass
Elymus glaucus,,FACU,,FACU,FACU,,FACU,FACU,FACU,FACU,Blue Wild Rye
Elymus hystrix,UPL,,,UPL,FACU,,FACU,FACU,FACU,,Eastern Bottle-Brush Grass
Elymus lanceolatus,,UPL,,,FACU,,FACU,FACU,FACU,UPL,Streamside Wild Rye
Elymus macrourus,,,,,,,,,,FAC,Thick-Spike Wild Rye
Elymus repens,FACU,FAC,,FACU,FACU,,FACU,FACU,FAC,FACU,Creeping Wild Rye
Elymus riparius,FACW,,,FACW,FAC,,FACW,FACW,,,River-Bank Wild Rye
Elymus sibiricus,,,,,,,,,,FAC,Siberian Wild Rye
Elymus trachycaulus,FAC,FACU,,FACU,FACU,,FACU,FACU,FAC,FACU,Slender Wild Rye
Elymus villosus,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,,Hairy Wild Rye
Elymus virginicus,FAC,FACW,,FACW,FAC,,FACW,FACW,FACW,,Virginia Wild Rye
Elymus wawawaiensis,,FACU,,,FACU,,,,FACU,,Wawawai Wild Rye
Elymus wiegandii,FAC,,,FAC,FAC,,FAC,FAC,FAC,FAC,Wiegand's Wild Rye
Elytraria caroliniensis,FACW,,,,,,,,,,Carolina Scalystem
Emilia fosbergii,UPL,UPL,FACU,,UPL,FACU,,,,,Florida Tassel-Flower
Emilia sonchifolia,UPL,UPL,FACU,UPL,,FAC,UPL,,UPL,,Lilac Tassel-Flower
Empetrum nigrum,,FAC,,,,,,FAC,FAC,FAC,Black Crowberry
Enchylaena tomentosa,,UPL,,,,FAC,,,UPL,,Ruby-Saltbush
Endodeca serpentaria,FACU,,,UPL,FACU,,UPL,UPL,,,Virginia-Snakeroot
Enemion biternatum,FACW,,,FACU,FAC,,FAC,FAC,FAC,,Eastern False Rue-Anemone
Enhalus acoroides,,,,,,OBL,,,,,_?_
Entada phaseoloides,,,,,,FACU,,,,,St. Thomas-Bean
Entolasia marginata,,,,,,FACU,,,,,Bordered Panic
Enydra fluctuans,OBL,,,,,,,,,,Buffalo-Spinach
Enydra sessilis,,,OBL,,,,,,,,Small-Ray Swampwort
Epidendrum X obrienianum,,,,,,FACU,,,,,_?_
Epilobium X treleaseanum,,,,,,,,,,OBL,_?_
Epilobium anagallidifolium,,FACU,,FAC,FAC,,,FACW,FACU,FAC,Pimpernel Willowherb
Epilobium arcticum,,,,,,,,,,FACW,Arctic Willowherb
Epilobium billardierianum,,,,,,FACU,,,,,Aboriginal Willowherb
Epilobium brachycarpum,,FAC,,,,,,,FAC,,Willowherb
Epilobium campestre,,OBL,,,FACW,,,,OBL,,Smooth Willowherb
Epilobium ciliatum,FACW,FACW,,FAC,FACW,FAC,FACW,FACW,FACW,FAC,Fringed Willowherb
Epilobium clavatum,,FACU,,,FACU,,,,FACU,FAC,Talus Willowherb
Epilobium cleistogamum,,OBL,,,,,,,OBL,,Selfing Willowherb
Epilobium coloratum,OBL,,,FACW,OBL,,OBL,OBL,,,Purple-Leaf Willowherb
Epilobium davuricum,,,,,,,,,,FACW,Dahurian Willowherb
Epilobium densiflorum,,FACW,,,,,,,FACW,,Dense-Flower Willowherb
Epilobium glaberrimum,,FACW,,,FACW,,,,FACW,,Glaucous Willowherb
Epilobium hallianum,,FACW,,,FACW,,,,FACW,,Glandular Willowherb
Epilobium hirsutum,FACW,FACW,,FACW,FACW,,FACW,FACW,FACW,,Codlins-and-Cream
Epilobium hornemannii,,FACW,,,FACW,,,FACW,FACW,FACW,Hornemann's Willowherb
Epilobium howellii,,FACW,,,,,,,FACW,,Yuba Pass Willowherb
Epilobium lactiflorum,,FACW,,,FACW,,,FACW,FACW,FACW,White-Flower Willowherb
Epilobium leptocarpum,,FACW,,,FACW,,,,FACW,FACW,Slender-Fruit Willowherb
Epilobium leptophyllum,OBL,FACW,,OBL,OBL,,OBL,OBL,FACW,FACW,Bog Willowherb
Epilobium luteum,,FACW,,,,,,,FACW,FACW,Yellow Willowherb
Epilobium minutum,,FACU,,,FACU,,,,FACU,,Chaparral Willowherb
Epilobium obcordatum,,FACU,,,,,,,FACU,,Rockfringe
Epilobium oreganum,,OBL,,,,,,,OBL,,Grants Pass Willowherb
Epilobium oregonense,,OBL,,,FACW,,,,FACW,,Oregon Willowherb
Epilobium pallidum,,FAC,,,,,,,FAC,,Large-Flower Willowherb
Epilobium palustre,,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Marsh Willowherb
Epilobium parviflorum,,,,OBL,,,FACW,FACW,,,Small-Flower Hairy Willowherb
Epilobium saximontanum,,FACW,,,FACW,,,,FACW,,Rocky Mountain Willowherb
Epilobium siskiyouense,,FACW,,,,,,,FACW,,Siskiyou Willowherb
Epilobium strictum,OBL,,,OBL,OBL,,OBL,OBL,,,Downy Willowherb
Epilobium suffruticosum,,FACU,,,FACU,,,,FACU,,Shrubby Willowherb
Epilobium torreyi,,FACW,,,,,,,FACW,,Brook Willowherb
Epipactis gigantea,OBL,OBL,,OBL,OBL,,,,OBL,,Giant Helleborine
Epipactis helleborine,UPL,FACU,,UPL,FACU,,FACU,UPL,FACU,,Helleborine
Epipactis palustris,,,,,,,,FACW,,,Marsh-Orchid
Epipremnum pinnatum,UPL,,FAC,,,FAC,,,,,Devil's Ivy
Equisetum X ferrissii,FACW,FACW,,FACW,FACW,,FACW,FACW,FACW,,_?_
Equisetum X litorale,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,_?_
Equisetum X mackaii,,FACW,,FACW,OBL,,FACW,FACW,FACW,FACW,_?_
Equisetum X nelsonii,FACW,FACW,,FAC,OBL,,FAC,FAC,OBL,,_?_
Equisetum arvense,FAC,FAC,,FAC,FAC,,FAC,FAC,FAC,FAC,Field Horsetail
Equisetum fluviatile,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Water Horsetail
Equisetum hyemale,FACW,FACW,,FACW,FACW,,FACW,FAC,FACW,FACW,Tall Scouring-Rush
Equisetum laevigatum,FAC,FACW,,FACW,FAC,,FACW,FACW,FACW,,Smooth Scouring-Rush
Equisetum myriochaetum,,OBL,,,,,,,,,Mexican Giant Horsetail
Equisetum palustre,,FACW,,,FACW,,FACW,FACW,FACW,FACW,Marsh Horsetail
Equisetum pratense,,,,FACW,FACW,,FACW,FACW,FACW,FACW,Meadow Horsetail
Equisetum scirpoides,,FAC,,FAC,FAC,,FAC,FAC,FAC,FACU,Dwarf Scouring-Rush
Equisetum sylvaticum,FACW,FAC,,FACW,FACW,,FACW,FACW,FAC,FAC,Woodland Horsetail
Equisetum telmateia,,FACW,,,,,,OBL,FACW,,Giant Horsetail
Equisetum variegatum,,FACW,,FACW,FACW,,FACW,FACW,FACW,FACW,Variegated Scouring-Rush
Eragrostis amabilis,FAC,FAC,FACU,FACU,,FAC,,,,,Feather Love Grass
Eragrostis atrovirens,FAC,,,FAC,,FAC,,,,,Thalia Love Grass
Eragrostis bahiensis,FAC,,,FAC,,,,FAC,,,Bahia Love Grass
Eragrostis cilianensis,FACU,FACU,,FACU,FACU,FACU,FACU,FACU,FACU,,Stink Grass
Eragrostis ciliaris,FACU,FACU,FACU,FACU,FACU,UPL,,FACU,FACU,,Gopher-Tail Love Grass
Eragrostis cumingii,FACU,,,FACU,,FAC,,,,,Cuming's Love Grass
Eragrostis elliottii,FACW,,FACW,FACW,FACW,,FACW,,,,Elliot's Love Grass
Eragrostis frankii,FACW,FACW,,FACW,FACW,,FACW,FACW,FAC,,Sandbar Love Grass
Eragrostis grandis,,,,,,FAC,,,,,Large Hawaii Love Grass
Eragrostis hirsuta,FACU,,,UPL,FACU,,FACU,FACU,,,Big-Top Love Grass
Eragrostis hypnoides,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,,Teal Love Grass
Eragrostis japonica,FAC,,,OBL,OBL,,,,,,Japanese Love Grass
Eragrostis lugens,FAC,FACU,,FAC,FACU,,FAC,,,,Mourning Love Grass
Eragrostis lutescens,,FACU,,,FACU,,,,FACU,,Six-Weeks Love Grass
Eragrostis mexicana,FACU,FACU,FACU,UPL,FACU,,FAC,FAC,FAC,,Mexican Love Grass
Eragrostis paupera,,,,,,FACU,,,,,Oahu Love Grass
Eragrostis pectinacea,FAC,FAC,FACU,FAC,FAC,FACU,FAC,FAC,FAC,,Purple Love Grass
Eragrostis pilosa,FACU,FACU,FACU,FACU,FACU,FAC,FACU,FACU,FACU,,Indian Love Grass
Eragrostis prolifera,FAC,,,,,,,,,,Dominican Love Grass
Eragrostis refracta,FACW,,,FACW,FACW,,,FACW,,,Meadow Love Grass
Eragrostis reptans,FAC,OBL,,FACW,OBL,,OBL,OBL,,,Creeping Love Grass
Eragrostis secundiflora,UPL,UPL,,UPL,FACU,,FACU,,UPL,,Red Love Grass
Eragrostis spectabilis,FACU,UPL,,UPL,UPL,,UPL,UPL,UPL,,Petticoat-Climber
